RA,Nome Anonimizado,Idade,Gênero,Ano ingresso,Fase,Turma,Instituição de ensino,PEDRA_CLASSIFICACAO,INDE_2024_CLEAN,IAN,IDA,IEG,IAA,IPS,IPP,IPV,Defasagem,Ativo/ Inativo,INDE 22,INDE 23,Pedra 22,Pedra 23,ANOS_NA_PM,RISCO_DEFASAGEM
RA-833,Aluno-833,11,Masculino,2022,2U,2U,Pública,Topázio,8.5184577641,10.0,8.0,9.3271221535,9.002,7.51,8.125,7.946666667,0,Cursando,7.790571508771929,7.81295,Ametista,Ametista,2,0
RA-819,Aluno-819,10,Masculino,2022,2U,2U,Pública,Topázio,8.652552484400001,10.0,9.0,7.784679089,10.002,7.51,8.4375,8.503333333,1,Cursando,7.740741074074075,7.944833333,Ametista,Ametista,2,1
RA-1073,Aluno-1073,13,Feminino,2022,3A,3A,Pública,Ametista,7.0859945773333335,10.0,6.5,6.370972886666667,9.168,7.5,6.875,5.7875,0,Cursando,,6.384333333,,Agata,2,0
RA-494,Aluno-494,13,Feminino,2022,3A,3A,Privada,Ametista,7.922281328333334,10.0,6.333333333333333,7.329323308333333,7.5,8.755,7.8125,8.915,0,Cursando,6.407077164021164,7.116633333,Ágata,Ametista,2,0
RA-484,Aluno-484,13,Masculino,2022,3A,3A,Pública,Quartzo,3.8354776573333336,10.0,0.0,3.9141382866666667,8.334,2.51,3.4375,3.1225,0,Cursando,6.709725111111111,5.515466667,Ágata,Quartzo,2,0
RA-496,Aluno-496,13,Masculino,2021,3A,3A,Privada,Agata,6.726607507733334,10.0,5.666666666666667,5.315995871999999,10.002,6.255,6.71875,6.1625,0,Cursando,6.683335555555555,6.603666667,Ágata,Agata,3,0
RA-1516,Aluno-1516,13,Feminino,2024,3A,3A,Privada,Ametista,7.217066033133334,10.0,4.666666666666667,5.404288499000001,9.585,9.38,7.96875,7.5475,3,Cursando,,,,,0,1
RA-1143,Aluno-1143,16,Feminino,2021,3A,3A,Pública,Quartzo,5.881225668333334,2.5,3.1666666666666665,5.201336675,9.585,9.38,7.03125,6.79,-3,Cursando,,6.445933333,,Agata,3,0
RA-1517,Aluno-1517,15,Masculino,2024,3A,3A,Pública,Agata,6.240744444466667,5.0,4.666666666666667,4.305555555666667,9.168,9.38,7.5,6.7075,-1,Cursando,,,,,0,0
RA-1518,Aluno-1518,15,Feminino,2022,3A,3A,Pública,Quartzo,5.721382142866666,5.0,1.75,5.714285714333333,7.084,9.38,7.65625,6.5825,-1,Cursando,,,,,2,0
RA-227,Aluno-227,13,Masculino,2022,3A,3A,Pública,Topázio,8.074015455333335,10.0,6.5,8.097577276666668,9.585,9.38,7.5,7.54,0,Cursando,6.470788936720144,7.722125,Ágata,Ametista,2,0
RA-487,Aluno-487,12,Feminino,2021,3A,3A,Privada - Programa de Apadrinhamento,Topázio,9.4171373016,10.0,9.666666666666666,9.441269841333334,9.168,9.38,9.0625,9.1725,0,Cursando,8.416724112554114,8.988866667,Topázio,Topázio,3,0
RA-1076,Aluno-1076,13,Feminino,2021,3A,3A,Pública,Ametista,7.479598365200001,10.0,6.333333333333333,7.777033492666668,8.334,8.125,7.03125,6.5425,0,Cursando,,7.901033333,,Ametista,3,0
RA-1084,Aluno-1084,12,Feminino,2023,3A,3A,Pública,Agata,6.9071109649333335,10.0,3.6666666666666665,7.705263158,8.751,5.63,7.03125,7.4575,0,Cursando,,7.9948,,Ametista,1,0
RA-1519,Aluno-1519,15,Masculino,2024,3A,3A,,Ametista,7.210222117800001,10.0,4.833333333333333,5.560902255666666,9.585,8.755,7.96875,7.5025,3,Cursando,,,,,0,1
RA-490,Aluno-490,12,Feminino,2022,3A,3A,Privada,Ametista,7.368084290266667,10.0,6.166666666666667,5.5110047846666665,9.168,8.755,7.8125,7.295,1,Cursando,7.5764812987012995,7.429466667,Ametista,Ametista,2,1
RA-346,Aluno-346,12,Masculino,2022,3A,3A,Pública,Ametista,7.761749603200001,10.0,6.166666666666667,9.149206349333333,10.002,2.51,7.96875,8.2525,0,Cursando,8.143057777777779,7.305541667,Topázio,Ametista,2,0
RA-546,Aluno-546,13,Feminino,2021,3B,3B,Pública,Quartzo,5.702426010066667,10.0,4.666666666666667,3.7838383836666662,5.832,8.135,5.15625,5.5,0,Cursando,6.770192769423559,6.031666667,Ágata,Agata,3,0
RA-1087,Aluno-1087,13,Feminino,2023,3B,3B,Pública,Agata,6.913936532,10.0,2.6666666666666665,8.393265993333333,7.917,8.755,7.1875,6.58,0,Cursando,,7.2067,,Ametista,1,0
RA-493,Aluno-493,11,Feminino,2021,3B,3B,Pública,Ametista,7.4643250000000005,10.0,3.1666666666666665,8.933333333333334,10.002,10.0,7.03125,6.705,1,Cursando,8.306175283950617,7.934366667,Topázio,Ametista,3,1
RA-1520,Aluno-1520,14,Feminino,2024,3B,3B,Pública,Ametista,7.0026462121333335,5.0,3.75,9.060606060666666,8.334,8.75,7.65625,7.3325,-1,Cursando,,,,,0,0
RA-1072,Aluno-1072,12,Masculino,2023,3B,3B,Pública,Ametista,7.8153856754,10.0,8.166666666666666,5.627886710333333,8.751,8.755,7.96875,7.545,0,Cursando,,8.0152,,Topázio,1,0
RA-1521,Aluno-1521,14,Feminino,2024,3B,3B,Pública,Quartzo,5.065788844333333,5.0,3.1666666666666665,6.157902555,7.5,2.51,6.09375,5.4525,-1,Cursando,,,,,0,0
RA-536,Aluno-536,11,Feminino,2021,3B,3B,Pública,Ametista,7.7704681818,10.0,5.5,9.109090909,8.334,8.135,7.1875,7.415,1,Cursando,7.105690655172413,7.759533333,Ametista,Ametista,3,1
RA-1079,Aluno-1079,13,Masculino,2023,3B,3B,Pública,Quartzo,5.4253413299333335,10.0,6.333333333333333,4.516498316333333,7.5,2.51,4.21875,4.1625,0,Cursando,,6.916533333,,Agata,1,0
RA-331,Aluno-331,14,Feminino,2021,3B,3B,Pública,Agata,6.231045707066668,5.0,3.5,7.735353535333334,8.751,8.755,6.09375,5.62,-1,Cursando,6.636118019594441,7.039791667,Ágata,Ametista,3,0
RA-1522,Aluno-1522,13,Masculino,2024,3B,3B,Pública,Topázio,8.3261,10.0,7.0,10.0,8.751,9.38,6.875,7.1275,0,Cursando,,,,,0,0
RA-1096,Aluno-1096,11,Feminino,2023,3B,3B,Pública,Topázio,9.189883333333334,10.0,8.5,9.866666666666667,9.168,8.755,9.0625,9.09,1,Cursando,,8.615533333,,Topázio,1,1
RA-513,Aluno-513,11,Masculino,2021,3B,3B,Privada,Topázio,8.728632539666668,10.0,7.666666666666667,8.831746031666666,10.002,8.135,9.0625,8.545,1,Cursando,8.228772285714285,8.297866667,Topázio,Topázio,3,1
RA-531,Aluno-531,12,Masculino,2022,3B,3B,Pública,Ametista,7.9127926470666665,10.0,6.666666666666667,9.803921568666667,9.168,4.38,7.96875,7.335,0,Cursando,8.057199636363638,8.3252,Ametista,Topázio,2,0
RA-1523,Aluno-1523,11,Masculino,2024,3B,3B,Pública,Topázio,8.67371279,10.0,8.166666666666666,9.283272283333334,6.666,8.755,8.90625,8.755,1,Cursando,,,,,0,1
RA-1524,Aluno-1524,14,Feminino,2024,3B,3B,Pública,Quartzo,5.5473805555333335,5.0,4.0,2.777777777666667,7.917,7.51,7.65625,6.9175,-1,Cursando,,,,,0,0
RA-1147,Aluno-1147,15,Feminino,2023,3B,3B,Pública,Quartzo,5.833118518533334,5.0,3.1666666666666665,6.125925926,8.751,8.755,6.25,5.495,-1,Cursando,,7.072983333,,Ametista,1,0
RA-479,Aluno-479,12,Masculino,2021,3C,3C,Privada - Programa de Apadrinhamento,Topázio,8.901966666666668,10.0,9.666666666666666,9.866666666666667,9.168,2.51,9.375,9.45,1,Cursando,8.464686539682539,8.988866667,Topázio,Topázio,3,1
RA-517,Aluno-517,14,Feminino,2021,3C,3C,Pública,Quartzo,5.880466583166668,10.0,5.0,5.266499582333334,7.5,2.51,6.041666667,6.11,0,Cursando,7.604387307346327,6.3104,Ametista,Agata,3,0
RA-325,Aluno-325,12,Masculino,2022,3C,3C,Pública,Topázio,8.385133333233336,10.0,7.0,9.866666666666667,9.168,7.51,8.333333333,7.553333333,0,Cursando,7.619194363636365,6.243,Ametista,Agata,2,0
RA-1525,Aluno-1525,13,Masculino,2024,3C,3C,Pública,Ametista,7.778263492033334,10.0,7.0,8.293650793666666,7.917,5.63,8.541666667,7.553333333,0,Cursando,,,,,0,0
RA-518,Aluno-518,12,Masculino,2022,3C,3C,Pública,Agata,6.3467483709,10.0,4.0,6.8300751879999995,8.334,2.51,7.083333333,6.94,0,Cursando,7.660716285714286,7.5762,Ametista,Ametista,2,0
RA-1146,Aluno-1146,15,Feminino,2023,3C,3C,Pública,Quartzo,5.3933086048000005,5.0,2.0,5.017209691,10.002,6.88,6.25,5.883333333,-2,Cursando,,6.689583333,,Agata,1,0
RA-530,Aluno-530,12,Masculino,2021,3C,3C,Pública,Ametista,7.214534419433333,10.0,4.5,6.468838763666667,8.751,9.38,7.083333333,7.496666667,0,Cursando,8.33840773949389,7.653033333,Topázio,Ametista,3,0
RA-524,Aluno-524,13,Masculino,2021,3C,3C,Pública,Ametista,7.026322556366667,10.0,8.666666666666666,5.111779448666667,7.083,2.51,8.333333333,7.39,0,Cursando,6.946674134932534,7.331133333,Ágata,Ametista,3,0
RA-578,Aluno-578,12,Masculino,2021,3C,3C,Privada - Programa de Apadrinhamento,Topázio,9.066199999966669,10.0,9.833333333333334,10.0,10.002,2.51,9.583333333,9.45,1,Cursando,8.813892666666668,9.013866667,Topázio,Topázio,3,1
RA-526,Aluno-526,14,Masculino,2022,3C,3C,Pública,Ametista,7.843157894833334,5.0,7.333333333333333,9.382456140333334,9.585,8.13,7.291666667,7.496666667,-1,Cursando,8.079349826086958,8.0957,Topázio,Topázio,2,0
RA-528,Aluno-528,13,Masculino,2021,3C,3C,Pública,Ametista,7.276330075300001,10.0,6.666666666666667,5.793483709333334,9.168,7.51,7.291666667,6.936666667,0,Cursando,5.334539516483517,7.6892,Quartzo,Ametista,3,0
RA-516,Aluno-516,11,Masculino,2021,3C,3C,Privada - Programa de Apadrinhamento,Topázio,8.384033333366668,10.0,8.833333333333334,10.0,10.002,2.51,8.541666667,7.56,1,Cursando,8.902781333333333,8.6807,Topázio,Topázio,3,1
RA-534,Aluno-534,14,Masculino,2021,3C,3C,Pública,Ametista,7.088855054266667,10.0,5.0,6.043441938333333,9.585,7.51,7.5,7.103333333,0,Cursando,7.131280678842398,5.8385,Ametista,Quartzo,3,0
RA-1097,Aluno-1097,15,Masculino,2023,3C,3C,Pública,Quartzo,5.475324895633334,5.0,3.0,4.849791144666667,10.002,6.25,6.041666667,5.88,-1,Cursando,,6.9547,,Agata,1,0
RA-360,Aluno-360,14,Feminino,2021,3C,3C,Pública,Agata,6.293175689166667,5.0,5.833333333333333,5.618045113,8.334,5.0,7.708333333,6.993333333,-1,Cursando,7.075193052489235,5.790875,Ametista,Quartzo,3,0
RA-1526,Aluno-1526,13,Feminino,2024,3D,3D,Pública,Ametista,7.9798,10.0,3.75,10.0,9.168,8.75,8.125,8.1275,0,Cursando,,,,,0,0
RA-1077,Aluno-1077,12,Masculino,2023,3D,3D,Pública,Quartzo,5.543865740733334,10.0,2.0,7.703703703666666,0.0,6.885,6.40625,6.37,0,Cursando,,7.2115,,Ametista,1,0
RA-508,Aluno-508,12,Masculino,2022,3D,3D,Pública,Agata,6.771708625733333,10.0,4.666666666666667,5.567251461999999,7.083,7.51,7.65625,7.5,1,Cursando,6.575002222222222,7.671633333,Ágata,Ametista,2,1
RA-363,Aluno-363,14,Masculino,2022,3D,3D,Privada,Ametista,7.617803571466666,10.0,5.333333333333333,9.523809524,9.585,5.625,7.34375,6.955,0,Cursando,6.644446000000001,6.680833333,Ágata,Agata,2,0
RA-340,Aluno-340,13,Masculino,2021,3D,3D,Pública,Agata,6.715437329466668,10.0,5.166666666666667,6.585769980666666,7.917,7.51,6.5625,5.83,0,Cursando,7.720835333333334,7.059666667,Ametista,Ametista,3,0
RA-1527,Aluno-1527,13,Masculino,2024,3D,3D,Pública,Topázio,8.631675000000001,10.0,8.0,10.0,9.168,7.51,7.96875,7.835,0,Cursando,,,,,0,0
RA-509,Aluno-509,13,Feminino,2021,3D,3D,Pública,Agata,6.918152272733334,10.0,6.0,6.363636363666667,9.168,2.51,8.28125,7.2475,0,Cursando,7.808336000000001,7.606033333,Ametista,Ametista,3,0
RA-500,Aluno-500,12,Feminino,2021,3D,3D,Privada - Programa de Apadrinhamento,Topázio,8.077708333333334,10.0,6.666666666666667,10.0,9.585,2.51,8.59375,8.3775,0,Cursando,8.231946666666667,8.427533333,Topázio,Topázio,3,0
RA-1528,Aluno-1528,13,Masculino,2024,3D,3D,Pública,Ametista,7.622584090933335,10.0,5.666666666666667,7.787878788,9.168,7.51,7.96875,7.335,0,Cursando,,,,,0,0
RA-1089,Aluno-1089,12,Feminino,2023,3D,3D,Pública,Ametista,7.6221531746,10.0,6.833333333333333,7.039682539666667,9.168,8.13,7.1875,6.995,0,Cursando,,7.9947,,Ametista,1,0
RA-1090,Aluno-1090,14,Masculino,2023,3D,3D,Pública,Ametista,7.7652831384,10.0,6.333333333333333,7.621832358666666,9.585,7.51,7.8125,7.4175,0,Cursando,,7.844033333,,Ametista,1,0
RA-503,Aluno-503,12,Masculino,2021,3D,3D,Pública,Topázio,8.547495614066667,10.0,7.666666666666667,9.824561403666666,9.585,7.51,7.8125,7.7925,1,Cursando,7.950002,8.4682,Ametista,Topázio,3,1
RA-1093,Aluno-1093,12,Masculino,2023,3D,3D,Pública,Topázio,8.5079027778,10.0,8.666666666666666,7.722222222333333,7.5,8.13,8.90625,8.8825,0,Cursando,,8.197533333,,Topázio,1,0
RA-1094,Aluno-1094,12,Feminino,2023,3D,3D,Pública,Topázio,8.0164785714,10.0,7.333333333333333,9.523809523666666,9.168,2.51,8.4375,8.1675,0,Cursando,,8.1779,,Topázio,1,0
RA-1095,Aluno-1095,14,Masculino,2023,3D,3D,Pública,Agata,6.108547514666667,10.0,2.3333333333333335,7.84502924,7.5,7.51,5.46875,5.125,0,Cursando,,6.238,,Agata,1,0
RA-1098,Aluno-1098,14,Feminino,2023,3D,3D,Pública,Agata,6.5744562514,10.0,3.5,5.822406257,8.751,7.51,7.34375,6.7475,0,Cursando,,7.2787,,Ametista,1,0
RA-1106,Aluno-1106,13,Masculino,2023,3F,3F,Pública,Quartzo,5.936272086266667,10.0,0.0,5.4312354313333335,8.334,7.51,7.65625,7.5,0,Cursando,,7.1642,,Ametista,1,0
RA-568,Aluno-568,16,Masculino,2021,3F,3F,Pública,Quartzo,5.545864285733334,5.0,5.166666666666667,3.2619047620000003,7.917,8.13,6.5625,5.496,-2,Cursando,7.305919652173913,6.9647,Ametista,Agata,3,0
RA-558,Aluno-558,16,Masculino,2022,3F,3F,Pública,Quartzo,5.048054503133334,5.0,3.0,3.7763975156666674,9.168,8.13,6.09375,4.268,-2,Cursando,5.538561201058201,6.615333333,Quartzo,Agata,2,0
RA-559,Aluno-559,13,Masculino,2021,3F,3F,Pública,Agata,6.158158974333333,10.0,3.1666666666666665,5.705128205,10.002,8.13,6.25,4.728,0,Cursando,7.633511273307791,7.947366667,Ametista,Ametista,3,0
RA-1529,Aluno-1529,14,Feminino,2024,3F,3F,Pública,Agata,6.710079487200001,5.0,5.5,7.435897436,6.666,7.51,8.125,6.964,-1,Cursando,,,,,0,0
RA-1111,Aluno-1111,12,Feminino,2023,3F,3F,Pública,Agata,6.116032815733334,10.0,5.0,4.600414078666667,6.249,7.5,6.5625,5.824,1,Cursando,,6.559166667,,Agata,1,1
RA-1108,Aluno-1108,13,Masculino,2023,3F,3F,Pública,Agata,6.017215010400001,10.0,3.6666666666666665,3.7546583853333337,9.168,8.13,7.1875,5.422,0,Cursando,,6.310833333,,Agata,1,0
RA-542,Aluno-542,13,Feminino,2021,3F,3F,Pública,Agata,6.7205649586,10.0,3.9333333333333336,6.481366459666667,8.751,8.13,7.03125,6.232,0,Cursando,7.221179827586207,7.816533333,Ametista,Ametista,3,0
RA-543,Aluno-543,12,Feminino,2022,3F,3F,Pública,Topázio,8.0467871118,10.0,6.833333333333333,9.616977225666666,8.751,2.51,8.90625,8.7,1,Cursando,7.050000666666667,7.971833333,Ametista,Ametista,2,1
RA-1530,Aluno-1530,13,Masculino,2024,3F,3F,Pública,Quartzo,4.6391535714200005,10.0,2.8333333333333335,2.5238095237666665,0.0,8.13,7.03125,5.258,0,Cursando,,,,,0,0
RA-555,Aluno-555,14,Masculino,2021,3F,3F,Pública,Quartzo,5.111470186333333,5.0,4.333333333333333,2.7505175983333334,10.002,6.885,5.0,5.03,-1,Cursando,5.949454421052632,5.898133333,Quartzo,Quartzo,3,0
RA-1531,Aluno-1531,14,Masculino,2024,3F,3F,Pública,Ametista,7.0491790134,5.0,5.833333333333333,7.9726867336666665,8.751,7.505,7.34375,7.14,-1,Cursando,,,,,0,0
RA-1099,Aluno-1099,14,Feminino,2023,3G,3G,Pública,Ametista,7.332483333333334,10.0,3.8333333333333335,8.133333333333333,8.334,10.0,7.8125,6.6225,0,Cursando,,7.113533333,,Ametista,1,0
RA-1154,Aluno-1154,14,Masculino,2023,3G,3G,Pública,Ametista,7.5660750000000005,5.0,8.0,9.200000000000001,7.917,7.51,7.34375,6.745,-1,Cursando,,7.701125,,Ametista,1,0
RA-1100,Aluno-1100,12,Masculino,2023,3G,3G,Pública,Agata,6.649708333333334,10.0,4.666666666666667,7.1000000000000005,7.5,7.51,6.71875,5.6175,1,Cursando,,8.261033333,,Topázio,1,1
RA-381,Aluno-381,15,Masculino,2021,3G,3G,Pública,Quartzo,5.940775,5.0,3.6666666666666665,6.133333333333333,8.334,7.51,6.71875,6.1225,-2,Cursando,6.454070897064289,5.758041667,Ágata,Quartzo,3,0
RA-364,Aluno-364,13,Masculino,2021,3G,3G,Pública,Topázio,8.2697037582,10.0,7.5,9.526143791,8.751,7.51,7.96875,7.2075,0,Cursando,8.750002666666667,7.734891667,Topázio,Ametista,3,0
RA-539,Aluno-539,13,Feminino,2022,3G,3G,Privada - Programa de Apadrinhamento,Topázio,8.465533333333335,10.0,5.833333333333333,9.233333333333333,10.002,7.51,8.75,9.13,0,Cursando,7.6649298275862074,7.796866667,Ametista,Ametista,2,0
RA-573,Aluno-573,13,Masculino,2021,3G,3G,Pública,Ametista,7.839050000000001,10.0,5.0,9.5,9.168,8.755,7.8125,6.8275,0,Cursando,8.261113555555557,7.774366667,Topázio,Ametista,3,0
RA-1107,Aluno-1107,13,Feminino,2023,3G,3G,Pública,Quartzo,5.9731,10.0,2.5,6.2,8.751,2.51,7.5,6.785,0,Cursando,,7.9327,,Ametista,1,0
RA-368,Aluno-368,15,Masculino,2021,3G,3G,Pública,Agata,6.782158333333333,5.0,7.0,6.166666666666667,7.917,7.51,7.65625,6.7025,-1,Cursando,6.969181527369182,5.796458333,Ágata,Quartzo,3,0
RA-387,Aluno-387,15,Masculino,2021,3G,3G,Pública,Agata,6.125500000000001,5.0,4.333333333333333,7.166666666666667,7.5,7.51,6.25,5.9975,-1,Cursando,6.322553780885782,4.794333333,Ágata,Quartzo,3,0
RA-556,Aluno-556,13,Feminino,2021,3G,3G,Pública,Quartzo,5.833377380933333,10.0,3.8333333333333335,6.171428571333333,7.083,2.51,6.40625,6.1625,0,Cursando,7.181471298245615,7.7482,Ametista,Ametista,3,0
RA-389,Aluno-389,13,Masculino,2021,3G,3G,Pública,Ametista,7.2079551282,10.0,5.166666666666667,6.674358974333333,9.585,8.76,6.5625,6.745,0,Cursando,7.184480244200245,6.687,Ametista,Agata,3,0
RA-390,Aluno-390,13,Feminino,2022,3G,3G,Pública,Agata,6.5472236842000004,10.0,4.166666666666667,6.080701754333333,7.5,8.755,6.5625,6.08,0,Cursando,6.775947831501832,6.905741667,Ágata,Agata,2,0
RA-376,Aluno-376,14,Feminino,2021,3G,3G,Pública,Quartzo,5.896573588800001,5.0,2.8333333333333335,8.287284610666667,10.002,2.51,6.5625,6.325,-1,Cursando,6.9573737948717955,7.1392,Ágata,Ametista,3,0
RA-584,Aluno-584,12,Feminino,2021,3G,3G,Pública,Agata,6.752914393933334,10.0,4.333333333333333,5.636363636333333,8.751,8.755,7.34375,6.37,0,Cursando,6.7142532077294685,7.697533333,Ágata,Ametista,3,0
RA-535,Aluno-535,12,Feminino,2021,3H,3H,Pública,Ametista,7.659555952400001,10.0,6.0,7.161904762,9.168,8.135,7.96875,7.5,0,Cursando,6.953190321839081,8.0027,Ágata,Topázio,3,0
RA-547,Aluno-547,13,Feminino,2021,3H,3H,Pública,Ametista,7.2102906723333335,10.0,6.833333333333333,7.030620028333334,8.751,8.135,5.625,5.932,0,Cursando,7.744553615384616,6.467,Ametista,Agata,3,0
RA-557,Aluno-557,12,Masculino,2021,3H,3H,Privada - Programa de Apadrinhamento,Topázio,9.350986466133334,10.0,9.666666666666666,8.756265663999999,10.002,7.51,10.0,9.576,0,Cursando,8.334031111111113,8.7717,Topázio,Topázio,3,0
RA-548,Aluno-548,13,Masculino,2021,3H,3H,Pública,Ametista,7.240168803466668,10.0,6.666666666666667,7.600427350666667,9.168,7.51,5.9375,5.626,0,Cursando,7.292060604010025,7.4322,Ametista,Ametista,3,0
RA-1102,Aluno-1102,12,Masculino,2023,3H,3H,Pública,Topázio,8.440611904733334,10.0,9.333333333333334,9.390476190333333,8.751,8.13,5.9375,7.07,1,Cursando,,8.123033333,,Topázio,1,1
RA-1532,Aluno-1532,15,Masculino,2024,3H,3H,Pública,Quartzo,4.548544781066667,5.0,2.0,3.9057239053333332,0.0,7.51,7.5,6.832,-1,Cursando,,,,,0,0
RA-538,Aluno-538,14,Masculino,2022,3H,3H,Pública,Agata,6.514094017066666,5.0,6.166666666666667,7.668803418666666,8.751,7.51,5.625,5.292,-1,Cursando,6.309259592592594,6.413466667,Ágata,Agata,2,0
RA-365,Aluno-365,11,Feminino,2022,3H,3H,Pública,Topázio,8.526983333333334,10.0,6.666666666666667,10.0,9.585,7.51,8.4375,8.202,1,Cursando,8.062502666666667,8.6587,Topázio,Topázio,2,1
RA-563,Aluno-563,12,Feminino,2021,3H,3H,Pública,Topázio,8.595447619066668,10.0,8.333333333333334,9.461904762000001,9.168,8.135,8.125,7.468,0,Cursando,8.219535581098341,7.684133333,Topázio,Ametista,3,0
RA-1157,Aluno-1157,15,Masculino,2023,3H,3H,Pública,Ametista,7.916082936533334,5.0,7.0,9.082539682666665,9.585,7.51,7.96875,8.466,-1,Cursando,,7.086633333,,Ametista,1,0
RA-258,Aluno-258,13,Feminino,2021,3H,3H,Pública,Agata,6.429063888866667,10.0,2.5,6.944444444333333,7.084,7.51,7.34375,6.732,0,Cursando,6.925909119658121,,Ágata,,3,0
RA-369,Aluno-369,13,Masculino,2022,3H,3H,Pública,Quartzo,5.667282265,10.0,1.6666666666666667,4.908119658333334,8.751,7.51,6.40625,5.428,0,Cursando,6.973149037037037,6.0197,Ágata,Agata,2,0
RA-375,Aluno-375,13,Masculino,2021,3H,3H,Pública,Ametista,7.970034615400001,10.0,6.833333333333333,9.443589743666667,9.585,7.51,7.1875,6.432,0,Cursando,7.830771230769231,7.070833333,Ametista,Ametista,3,0
RA-1533,Aluno-1533,14,Feminino,2024,3I,3I,Pública,Topázio,9.089828985533336,10.0,9.5,9.710144927666667,9.168,8.135,8.5,8.3375,0,Cursando,,,,,0,0
RA-1534,Aluno-1534,13,Feminino,2024,3I,3I,Pública,Ametista,7.188366666666667,10.0,1.1666666666666667,9.666666666666666,7.917,8.135,8.0,8.0825,0,Cursando,,,,,0,0
RA-1160,Aluno-1160,14,Masculino,2023,3I,3I,Pública,Agata,6.274190982333334,5.0,3.1666666666666665,8.201288245,8.751,7.51,6.25,6.2475,-1,Cursando,,6.636166667,,Agata,1,0
RA-562,Aluno-562,13,Feminino,2021,3I,3I,Pública,Topázio,8.392733333333334,10.0,7.833333333333333,9.833333333333334,8.334,8.135,7.625,7.25,0,Cursando,7.854693065681446,6.824833333,Ametista,Agata,3,0
RA-1112,Aluno-1112,13,Masculino,2023,3I,3I,Pública,Agata,6.8560823939999995,10.0,4.0,9.02791197,9.585,8.135,5.375,4.705,0,Cursando,,7.088866667,,Ametista,1,0
RA-1535,Aluno-1535,13,Feminino,2024,3I,3I,Pública,Ametista,7.109390969933334,10.0,5.833333333333333,5.103121516333333,8.751,7.51,7.125,7.9175,0,Cursando,,,,,0,0
RA-1536,Aluno-1536,15,Feminino,2024,3I,3I,Pública,Ametista,7.653744444466668,5.0,7.0,8.722222222333334,9.168,8.135,7.875,7.4575,-1,Cursando,,,,,0,0
RA-357,Aluno-357,14,Masculino,2022,3I,3I,Pública,Ametista,7.731569404200001,5.0,7.666666666666667,9.028180354333333,8.751,8.135,7.875,7.0825,-1,Cursando,7.835649925925926,8.2832,Ametista,Topázio,2,0
RA-583,Aluno-583,14,Feminino,2021,3I,3I,Pública,Ametista,7.447591035933334,10.0,5.0,8.904455179666668,7.917,8.135,6.875,6.87,0,Cursando,7.455557555555556,7.838866667,Ametista,Ametista,3,0
RA-1537,Aluno-1537,14,Feminino,2024,3I,3I,Pública,Topázio,8.176263231333333,5.0,8.666666666666666,8.33064949,9.168,8.135,8.125,8.67,-1,Cursando,,,,,0,0
RA-599,Aluno-599,12,Masculino,2022,3K,3K,Pública,Topázio,8.3569352941,10.0,7.666666666666667,8.607843137333333,10.002,9.375,7.083333333,7.28,1,Cursando,8.199571556935819,8.532866667,Topázio,Topázio,2,1
RA-651,Aluno-651,12,Feminino,2022,3K,3K,Pública,Topázio,8.689300000100001,10.0,7.5,10.0,9.168,7.51,8.541666667,8.336666667,1,Cursando,7.866088525252525,7.332,Ametista,Ametista,2,1
RA-1131,Aluno-1131,13,Feminino,2023,3K,3K,Privada - Programa de Apadrinhamento,Topázio,8.2889555555,10.0,8.333333333333334,9.277777777666666,8.334,6.255,7.291666667,7.893333333,0,Cursando,,8.316133333,,Topázio,1,0
RA-403,Aluno-403,14,Masculino,2021,3K,3K,Pública,Topázio,8.008488888833334,10.0,7.666666666666667,7.361111111,8.751,7.51,8.541666667,7.613333333,0,Cursando,7.454659477025898,7.716366667,Ametista,Ametista,3,0
RA-1538,Aluno-1538,13,Masculino,2021,3K,3K,Pública,Ametista,7.9631703704333345,10.0,7.166666666666667,7.935185184999999,9.168,8.13,7.916666667,7.106666667,1,Cursando,,,,,3,1
RA-469,Aluno-469,13,Feminino,2022,3K,3K,Pública,Ametista,7.684639869300001,10.0,5.0,9.498366013,9.168,7.51,7.291666667,6.94,0,Cursando,7.624482920314255,7.482533333,Ametista,Ametista,2,0
RA-1121,Aluno-1121,12,Masculino,2023,3K,3K,Pública,Topázio,8.407166666633334,10.0,6.666666666666667,10.0,9.585,7.51,7.083333333,8.28,0,Cursando,,8.049,,Topázio,1,0
RA-1122,Aluno-1122,12,Masculino,2023,3K,3K,Pública,Ametista,7.817322222166666,10.0,5.333333333333333,9.861111111,8.751,7.51,7.083333333,7.22,1,Cursando,,7.3715,,Ametista,1,1
RA-422,Aluno-422,14,Masculino,2022,3K,3K,Pública,Quartzo,5.544981481433334,5.0,2.8333333333333335,6.157407407333333,7.5,7.51,6.458333333,5.5,-1,Cursando,6.745835333333334,5.57,Ágata,Quartzo,2,0
RA-1117,Aluno-1117,12,Feminino,2023,3K,3K,Pública,Ametista,7.601562962866668,10.0,5.666666666666667,8.314814814666667,8.751,7.51,8.125,6.833333333,1,Cursando,,8.382366667,,Topázio,1,1
RA-1539,Aluno-1539,13,Feminino,2024,3K,3K,Pública,Ametista,7.709588888900001,10.0,6.833333333333333,9.027777777666666,6.667,6.885,7.708333333,7.056666667,0,Cursando,,,,,0,0
